member_id,book_id,Percentage_Comp,reading_time_date
667C63D6-D8BB-46F0-A125-69D81E0494E9,120300087,56,2/11/2017 12:40
0713D92C-9696-46AF-B0D8-2417789C064C,120300089,99.9,2/10/2017 11:08
0713D92C-9696-46AF-B0D8-2417789C064C,120300090,54.2,2/13/2017 22:30
1BBE7386-E286-4001-BB53-A8E8CAC70213,120302053,71,2/15/2017 11:13
F059BE99-99E6-42DC-8017-AC757C0B7C08,120302075,63,2/15/2017 17:56
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302198,100,2/11/2017 9:07
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302199,100,2/11/2017 17:36
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302200,100,2/13/2017 0:35
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302201,100,2/13/2017 12:42
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302202,100,2/13/2017 16:18
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302203,100,2/13/2017 23:26
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302204,98,2/14/2017 10:10
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302205,100,2/14/2017 17:31
8ADFC769-CCBD-4338-92BA-3032EF0FFFCC,120302206,100,2/14/2017 23:55
A62CC2DE-D0CD-46E7-8320-D63ACD177EFA,120302208,100,2/10/2017 14:44
A62CC2DE-D0CD-46E7-8320-D63ACD177EFA,120302209,100,2/10/2017 18:54
A62CC2DE-D0CD-46E7-8320-D63ACD177EFA,120302210,100,2/10/2017 23:03
A62CC2DE-D0CD-46E7-8320-D63ACD177EFA,120302211,100,2/11/2017 7:57
A62CC2DE-D0CD-46E7-8320-D63ACD177EFA,120302212,100,2/11/2017 11:24
7B703725-A87A-405B-BE5F-68E2A8BDD9A4,120302340,0,2/10/2017 12:06
2CF6B624-D9B6-4292-AB64-9EFDE58F0733,120302341,39,2/11/2017 22:36
2CF6B624-D9B6-4292-AB64-9EFDE58F0733,120302342,99.8,2/14/2017 12:24
CFFEE927-40F3-4970-BC1C-D1DA0F2FCE76,120302890,14,2/15/2017 23:06
849EFEB8-DE40-48AF-B065-3AB08737EDD8,120302916,61,2/15/2017 21:50
34706C8A-A79F-4D9E-9A3A-EE2FEF870D0C,120303037,100,2/12/2017 20:27
32FCE362-4131-407E-ADFB-DCEFAF47D6E8,120400295,0,2/15/2017 22:33
38083A39-88E7-413C-B31B-104021E0BC24,120400295,100,2/12/2017 18:45
5FA1D369-51DF-4362-8C6B-29B45F67D006,120400295,100,2/13/2017 17:37
A9C2EAB7-3FD7-4E73-A87A-13B6FCC4893B,120400295,100,2/13/2017 11:28
B2127136-4BE3-47B9-9B28-A03ECEE224D2,120400295,99.4,2/15/2017 13:09
B3D0B703-AA9B-44A5-BEAA-132ADA3358C5,120400295,56,2/13/2017 19:59
1DEB5F7C-95AA-4C15-AD45-F1490D8560D6,120400543,92,2/11/2017 0:55
29530817-6CE8-4B5F-ADFC-7D69A33CA9A9,120400545,70,2/10/2017 18:36
C14EBE88-2F9B-409B-9C0C-76E81FF94B4D,120400547,85,2/9/2017 23:54
32F25F59-2EB9-4736-BFA5-C1F5589145FF,120400548,100,2/9/2017 17:07
4021540D-2846-4561-90A3-702E2B2BEFC8,120401072,57.9,2/10/2017 13:01
4AB819BD-4827-40F2-8836-F2D84C0A7594,120401072,11,2/15/2017 23:54
DB72A678-1769-45E7-AD35-83EF5E3C9FA4,120401072,100,2/11/2017 2:52
B5D0AAAF-B11F-4F11-87D6-612090AB1834,120401271,99.972,2/12/2017 23:52
CD7081CD-7383-490E-B487-D68B8B918916,120401290,5.7,2/13/2017 9:10
A9245890-DD2B-499E-873D-2D7FBB00E932,120401334,15,2/10/2017 10:59
FCC6CA88-061F-4A6D-A671-D3055058B50D,120401334,77,2/11/2017 17:18
E0A3BF55-C430-4755-BC7A-92E50A7E1535,120402511,100,2/14/2017 12:35
CFFEE927-40F3-4970-BC1C-D1DA0F2FCE76,120402552,100,2/15/2017 15:57
287BEC8C-8DD5-4F8E-BFAE-E077C794B90C,120500259,55,2/10/2017 19:49
F514299A-CFA7-45F6-A89B-B5E13F6E6547,120500930,58,2/11/2017 3:22
D89AAF62-A767-43C7-82DB-AE9649454933,120501320,100,2/11/2017 11:04
51FD9C7F-94AE-459F-93AA-E76A145EF1B1,120600148,1,2/10/2017 23:30
76A868BB-4D6F-4B5A-A749-99B8DB4ABB08,120600148,100,2/12/2017 0:12
7E3E2DD9-DEEE-4D46-B12C-AD9EAEE7BF0D,120600148,0,2/11/2017 16:36
80B83DF9-A7F0-42C8-803D-A71D274DA454,120600305,9,2/15/2017 10:21
80B83DF9-A7F0-42C8-803D-A71D274DA454,120600307,1,2/9/2017 21:52
EAA5C3D9-F8E8-4C46-8800-DB68AC6F93DD,120600640,100,2/12/2017 1:37
D8A077E7-358D-4843-BA68-B3B5B80A3230,120600642,100,2/10/2017 19:01
D8A077E7-358D-4843-BA68-B3B5B80A3230,120600643,100,2/11/2017 11:23
9AE968D9-CBEC-4707-8D56-328EFEAC81F6,120600646,100,2/10/2017 10:28
9AE968D9-CBEC-4707-8D56-328EFEAC81F6,120600647,100,2/12/2017 8:52
66138C07-2036-49A0-92E7-A0278C40DADE,120600821,100,2/13/2017 2:41
66138C07-2036-49A0-92E7-A0278C40DADE,120600822,100,2/13/2017 21:07
E0A3BF55-C430-4755-BC7A-92E50A7E1535,120600905,42,2/15/2017 23:56
0F76D871-0A9C-46A2-B838-6B00816866FC,120601838,100,2/10/2017 16:42
6947C0C9-A98F-43CC-B426-4B88A5F9230C,120601955,100,2/10/2017 18:59
6947C0C9-A98F-43CC-B426-4B88A5F9230C,120601956,100,2/11/2017 19:38
13B82F87-BB07-41B7-B7F4-6EE338AE910D,120700305,100,2/14/2017 3:09
826D28DC-4571-422F-93B7-5FE0C33AFD83,120700305,1,2/9/2017 18:04
765C2FFB-BE6E-4272-B005-6E7693F43DFE,120700309,100,2/12/2017 2:55
AAC15B2D-E274-4B04-B7B7-64E6BC8A588A,120700742,77,2/10/2017 0:16
E049AA7C-02FC-4F2C-B60A-E078BBCABB10,120700766,43.5,2/9/2017 17:54
08798D10-22BE-426B-B901-0E731CE8D91C,120701501,69.181,2/13/2017 18:53
058F6F42-6A18-425E-B0AE-A4542EC4D097,120702048,100,2/10/2017 12:44
826D28DC-4571-422F-93B7-5FE0C33AFD83,120702048,34,2/15/2017 23:53
DB72A678-1769-45E7-AD35-83EF5E3C9FA4,120702048,100,2/11/2017 1:39
3F91820C-748A-42CC-887D-55C5DD9B1E83,120702100,4,2/12/2017 8:48
55DE7067-E381-47DF-8190-CCFD2D2A1442,120702364,65,2/13/2017 18:37
A0EA3C74-B568-43A4-A44B-D4E8493DD065,120702470,100,2/10/2017 10:16
35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,120702643,1,2/10/2017 22:56
1129B561-F3BC-4BF3-9E77-82E5FCAE4120,120702813,100,2/10/2017 16:59
1129B561-F3BC-4BF3-9E77-82E5FCAE4120,120702814,100,2/11/2017 16:22
9172312E-53BD-48DC-8E6B-626C1782FDBB,120703022,100,2/11/2017 0:48
9172312E-53BD-48DC-8E6B-626C1782FDBB,120703023,98,2/11/2017 11:14
87075261-DF73-450D-8C62-A9834812615A,120703050,99.5,2/10/2017 12:10
87075261-DF73-450D-8C62-A9834812615A,120703051,100,2/10/2017 13:18
87075261-DF73-450D-8C62-A9834812615A,120703052,95,2/10/2017 15:28
E74549B5-BF21-4DD3-8D39-DB8B2FB07118,120703052,100,2/10/2017 23:14
87075261-DF73-450D-8C62-A9834812615A,120703053,100,2/10/2017 20:34
E74549B5-BF21-4DD3-8D39-DB8B2FB07118,120703053,13,2/12/2017 22:32
87075261-DF73-450D-8C62-A9834812615A,120703054,76,2/11/2017 0:06
D2643D82-D17C-441A-8BB7-43DA2E284419,120703202,100,2/11/2017 6:10
D2643D82-D17C-441A-8BB7-43DA2E284419,120703203,100,2/12/2017 3:38
C429C756-050B-4637-A1CB-2449E9CDECC6,120703241,67,2/9/2017 22:21
28262A62-6093-4904-A4CE-7A87905A16BA,120800144,1,2/10/2017 17:33
07716ECE-F60B-476A-A938-30181CE51E1D,120800178,93.75,2/10/2017 10:37
19FFAC5C-01AF-4216-A3B2-B1D41D0C3CDD,120800178,100,2/11/2017 4:01
28262A62-6093-4904-A4CE-7A87905A16BA,120800178,1,2/10/2017 17:43
3F6FD543-5D87-4327-9FA6-D1870C3872AB,120800178,87.993,2/11/2017 0:27
45845CC7-FA3F-4476-9E73-AFED13B70E74,120800178,25.426,2/16/2017 0:10
46312880-F4E1-4B7B-A7E2-12E3E442FA02,120800178,78,2/15/2017 16:44
578B22E4-51C0-491C-8DBA-B41920877D3C,120800178,100,2/10/2017 23:23
DD00F3ED-16A4-4FEA-A176-20E68A396C3C,120800178,100,2/11/2017 11:00
